timestamp_ms,value
4907,0
4912,100
4918,200
4922,300
4926,400
4931,500
4935,600
4939,700
4943,800
4947,900
4951,1000
5189,1100
5193,1200
5196,1300
5200,1400
5251,1500
5255,1600
5259,1700
5263,1800
5267,1900
5271,2000
5519,2100
5523,2200
5526,2300
5530,2400
5533,2500
5537,2600
5541,2700
5544,2800
5547,2900
5551,3000
5822,3100
5827,3200
5832,3300
5836,3400
5841,3500
5845,3600
5850,3700
5854,3800
5858,3900
5862,4000
6119,4100
6124,4200
6129,4300
6133,4400
6137,4500
6141,4600
6145,4700
6150,4800
6153,4900
6158,5000
6401,5100
6405,5200
6408,5300
6412,5400
6416,5500
6419,5600
6423,5700
6426,5800
6430,5900
6434,6000
6722,6100
6728,6200
6734,6300
6739,6400
6744,6500
6748,6600
6752,6700
6756,6800
6760,6900
6764,7000
7036,7100
7041,7200
7045,7300
7049,7400
7053,7500
7057,7600
7062,7700
7066,7800
7070,7900
7075,8000
7289,8100
7294,8200
7299,8300
7304,8400
7309,8500
7313,8600
7318,8700
7322,8800
7327,8900
7331,9000
7591,9100
7595,9200
7598,9300
7602,9400
7606,9500
7610,9600
7613,9700
7617,9800
7620,9900
7625,10000
7869,10100
7875,10200
7880,10300
7884,10400
7888,10500
7892,10600
7896,10700
7900,10800
7904,10900
7908,11000
8179,11100
8184,11200
8188,11300
8202,11400
8207,11500
8212,11600
8217,11700
8221,11800
8226,11900
8230,12000
8446,12100
8451,12200
8456,12300
8461,12400
8465,12500
8470,12600
8474,12700
8478,12800
8483,12900
8486,13000
8719,13100
8724,13200
8727,13300
8731,13400
8735,13500
8739,13600
8743,13700
8747,13800
8750,13900
8754,14000
9059,14100
9063,14200
9067,14300
9070,14400
9074,14500
9078,14600
9082,14700
9086,14800
9090,14900
9094,15000
9367,15100
9371,15200
9376,15300
9381,15400
9385,15500
9389,15600
9393,15700
9397,15800
9401,15900
9405,16000
9619,16100
9622,16200
9626,16300
9630,16400
9634,16500
9638,16600
9641,16700
9645,16800
9649,16900
9652,17000
9819,17100
9823,17200
9827,17300
9831,17400
9836,17500
9840,17600
9844,17700
9848,17800
9852,17900
9887,18000
10191,18100
10198,18200
10203,18300
10208,18400
10212,18500
10216,18600
10221,18700
10225,18800
10229,18900
10234,19000
10466,19100
10470,19200
10475,19300
10480,19400
10484,19500
10489,19600
10493,19700
10496,19800
10501,19900
10504,20000
10724,20100
10730,20200
10734,20300
10738,20400
10742,20500
10746,20600
10750,20700
10754,20800
10758,20900
10762,21000
11074,21100
11078,21200
11082,21300
11086,21400
11090,21500
11094,21600
11098,21700
11102,21800
11106,21900
11110,22000
11414,22100
11419,22200
11423,22300
11426,22400
11430,22500
11434,22600
11438,22700
11443,22800
11447,22900
11451,23000
11641,23100
11645,23200
11649,23300
11653,23400
11657,23500
11661,23600
11664,23700
11668,23800
11672,23900
11676,24000
11888,24100
11893,24200
11898,24300
11902,24400
11907,24500
11911,24600
11915,24700
11919,24800
11924,24900
11927,25000
12233,25100
12236,25200
12239,25300
12243,25400
12246,25500
12250,25600
12253,25700
12256,25800
12260,25900
12264,26000
12562,26100
12566,26200
12569,26300
12572,26400
12576,26500
12580,26600
12584,26700
12588,26800
12592,26900
12597,27000
12858,27100
12861,27200
12865,27300
12869,27400
12873,27500
12877,27600
12881,27700
12884,27800
12888,27900
12892,28000
13173,28100
13178,28200
13182,28300
13186,28400
13189,28500
13194,28600
13198,28700
13201,28800
13205,28900
13209,29000
13436,29100
13441,29200
13445,29300
13449,29400
13453,29500
13457,29600
13461,29700
13465,29800
13469,29900
13473,30000
13802,30100
13805,30200
13808,30300
13812,30400
13816,30500
13820,30600
13823,30700
13827,30800
13831,30900
13835,31000
14059,31100
14064,31200
14068,31300
14072,31400
14076,31500
14080,31600
14084,31700
14088,31800
14091,31900
14095,32000
14338,32100
14343,32200
14348,32300
14353,32400
14358,32500
14362,32600
14366,32700
14369,32800
14373,32900
14377,33000
14600,33100
14605,33200
14610,33300
14615,33400
14619,33500
14623,33600
14626,33700
14629,33800
14633,33900
14637,34000
14907,34100
14911,34200
14914,34300
14918,34400
14926,34500
14998,34600
15001,34700
15005,34800
15009,34900
15012,35000
15220,35100
15225,35200
15230,35300
15235,35400
15239,35500
15242,35600
15246,35700
15250,35800
15254,35900
15258,36000
15501,36100
15506,36200
15510,36300
15514,36400
15518,36500
15522,36600
15526,36700
15530,36800
15533,36900
15537,37000
15800,37100
15803,37200
15807,37300
15823,37400
15826,37500
15831,37600
15835,37700
15839,37800
15843,37900
15846,38000
16387,38100
16391,38200
16395,38300
16399,38400
16403,38500
16407,38600
16411,38700
16415,38800
16419,38900
16423,39000
16651,39100
16656,39200
16660,39300
16666,39400
16671,39500
16675,39600
16680,39700
16685,39800
16689,39900
16694,40000
16910,40100
16915,40200
16921,40300
16926,40400
16932,40500
16936,40600
16941,40700
16946,40800
16950,40900
16955,41000
17195,41100
17200,41200
17205,41300
17209,41400
17213,41500
17218,41600
17223,41700
17227,41800
17232,41900
17236,42000
17576,42100
17580,42200
17584,42300
17589,42400
17593,42500
17598,42600
17602,42700
17606,42800
17610,42900
17615,43000
17846,43100
17850,43200
17855,43300
17859,43400
17863,43500
17867,43600
17871,43700
17876,43800
17880,43900
17884,44000
18154,44100
18159,44200
18165,44300
18169,44400
18174,44500
18179,44600
18183,44700
18188,44800
18192,44900
18196,45000
18494,45100
18499,45200
18503,45300
18507,45400
18511,45500
18515,45600
18519,45700
18523,45800
18527,45900
18531,46000
18767,46100
18890,46200
18894,46300
18898,46400
18901,46500
18905,46600
18909,46700
18913,46800
18917,46900
18921,47000
19162,47100
19168,47200
19173,47300
19178,47400
19183,47500
19187,47600
19192,47700
19196,47800
19200,47900
19204,48000
19434,48100
19439,48200
19445,48300
19450,48400
19455,48500
19460,48600
19465,48700
19469,48800
19473,48900
19478,49000
19776,49100
19781,49200
19785,49300
19790,49400
19794,49500
19799,49600
19803,49700
19808,49800
19813,49900
19817,50000
20106,50100
20110,50200
20115,50300
20119,50400
20124,50500
20128,50600
20133,50700
20138,50800
20143,50900
20147,51000
20374,51100
20380,51200
20386,51300
20391,51400
20397,51500
20402,51600
20408,51700
20420,51800
20425,51900
20430,52000
20626,52100
20631,52200
20637,52300
20642,52400
20647,52500
20652,52600
20657,52700
20662,52800
20667,52900
20671,53000
20906,53100
20912,53200
20918,53300
20923,53400
20928,53500
20971,53600
20978,53700
20984,53800
20990,53900
20996,54000
21290,54100
21297,54200
21304,54300
21311,54400
21318,54500
21324,54600
21330,54700
21336,54800
21342,54900
21347,55000
21572,55100
21578,55200
21583,55300
21589,55400
21594,55500
21598,55600
21602,55700
21606,55800
21611,55900
21616,56000
21849,56100
21855,56200
21860,56300
21865,56400
21870,56500
21875,56600
21879,56700
21885,56800
21890,56900
21894,57000
22137,57100
22142,57200
22146,57300
22190,57400
22195,57500
22200,57600
22205,57700
22210,57800
22216,57900
22221,58000
22528,58100
22532,58200
22537,58300
22541,58400
22547,58500
22552,58600
22558,58700
22563,58800
22567,58900
22572,59000
22829,59100
22834,59200
22840,59300
22845,59400
22850,59500
22855,59600
22860,59700
22866,59800
22871,59900
22876,60000
23162,60100
23167,60200
23173,60300
23178,60400
23184,60500
23190,60600
23195,60700
23202,60800
23207,60900
23213,61000
23465,61100
23472,61200
23479,61300
23485,61400
23490,61500
23557,61600
23563,61700
23568,61800
23573,61900
23578,62000
23898,62100
23905,62200
23912,62300
23919,62400
23925,62500
23932,62600
23938,62700
23943,62800
23948,62900
23953,63000
24165,63100
24172,63200
24178,63300
24184,63400
24191,63500
24196,63600
24201,63700
24207,63800
24212,63900
24219,64000
24442,64100
24449,64200
24455,64300
24461,64400
24468,64500
24473,64600
24479,64700
24485,64800
24491,64900
24497,65000
24722,65100
24728,65200
24733,65300
24739,65400
24745,65500
24794,65600
24804,65700
24813,65800
24821,65900
24830,66000
25819,66100
25827,66200
25833,66300
25840,66400
25846,66500
25853,66600
25859,66700
25866,66800
25875,66900
25883,67000
26112,67100
26118,67200
26132,67300
26146,67400
26153,67500
26160,67600
26166,67700
26174,67800
26182,67900
26191,68000
26407,68100
26415,68200
26422,68300
26429,68400
26436,68500
26445,68600
26452,68700
26460,68800
26468,68900
26476,69000
26778,69100
26785,69200
26795,69300
26802,69400
26810,69500
26818,69600
26826,69700
26834,69800
26841,69900
26849,70000
27201,70100
27211,70200
27218,70300
27225,70400
27232,70500
27240,70600
27248,70700
27255,70800
27265,70900
27272,71000
27482,71100
27489,71200
27496,71300
27503,71400
27508,71500
27514,71600
27520,71700
27526,71800
27533,71900
27539,72000
27772,72100
27780,72200
27786,72300
27793,72400
27799,72500
27805,72600
27811,72700
27818,72800
27824,72900
27829,73000
28126,73100
28131,73200
28140,73300
28146,73400
28152,73500
28158,73600
28166,73700
28172,73800
28179,73900
28187,74000
28458,74100
28464,74200
28469,74300
28475,74400
28481,74500
28487,74600
28494,74700
28503,74800
28509,74900
28518,75000
28741,75100
28748,75200
28755,75300
28762,75400
28768,75500
28775,75600
28781,75700
28788,75800
28794,75900
28801,76000
28992,76100
29000,76200
29007,76300
29013,76400
29019,76500
29027,76600
29033,76700
29039,76800
29046,76900
29052,77000
29277,77100
29282,77200
29289,77300
29295,77400
29301,77500
29308,77600
29314,77700
29320,77800
29325,77900
29330,78000
29690,78100
29696,78200
29702,78300
