timestamp_ms,value
7071,0
7076,100
7082,200
7086,300
7090,400
7094,500
7098,600
7102,700
7106,800
7110,900
7114,1000
7363,1100
7367,1200
7375,1300
7379,1400
7383,1500
7392,1600
7396,1700
7399,1800
7404,1900
7412,2000
7680,2100
7687,2200
7695,2300
7699,2400
7704,2500
7708,2600
7713,2700
7717,2800
7721,2900
7725,3000
7949,3100
7956,3200
7964,3300
7969,3400
7973,3500
7977,3600
7981,3700
7985,3800
7989,3900
7994,4000
8272,4100
8276,4200
8280,4300
8285,4400
8289,4500
8293,4600
8297,4700
8301,4800
8305,4900
8309,5000
8518,5100
8522,5200
8526,5300
8530,5400
8537,5500
8546,5600
8550,5700
8555,5800
8559,5900
8616,6000
8829,6100
8833,6200
8838,6300
8843,6400
8848,6500
8852,6600
8856,6700
8860,6800
8864,6900
8868,7000
9083,7100
9089,7200
9094,7300
9101,7400
9105,7500
9109,7600
9114,7700
9118,7800
9121,7900
9125,8000
9325,8100
9330,8200
9334,8300
9338,8400
9343,8500
9347,8600
9351,8700
9355,8800
9359,8900
9363,9000
9583,9100
9595,9200
9607,9300
9611,9400
9614,9500
9619,9600
9627,9700
9631,9800
9636,9900
9640,10000
9911,10100
9916,10200
9920,10300
9924,10400
9929,10500
9933,10600
9937,10700
9941,10800
9946,10900
9949,11000
10165,11100
10172,11200
10176,11300
10224,11400
10228,11500
10232,11600
10237,11700
10242,11800
10247,11900
10251,12000
10496,12100
10502,12200
10507,12300
10512,12400
10516,12500
10521,12600
10525,12700
10529,12800
10533,12900
10538,13000
10809,13100
10814,13200
10820,13300
10824,13400
10829,13500
10834,13600
10840,13700
10846,13800
10850,13900
10861,14000
11196,14100
11201,14200
11206,14300
11211,14400
11215,14500
11219,14600
11223,14700
11228,14800
11232,14900
11235,15000
11463,15100
11471,15200
11479,15300
11486,15400
11494,15500
11506,15600
11514,15700
11522,15800
11526,15900
11530,16000
11887,16100
11891,16200
11895,16300
11900,16400
11904,16500
11908,16600
11912,16700
11916,16800
11920,16900
11924,17000
12171,17100
12175,17200
12180,17300
12184,17400
12191,17500
12196,17600
12200,17700
12203,17800
12208,17900
12212,18000
12435,18100
12440,18200
12445,18300
12449,18400
12453,18500
12457,18600
12462,18700
12466,18800
12470,18900
12474,19000
12712,19100
12716,19200
12720,19300
12724,19400
12728,19500
12732,19600
12737,19700
12741,19800
12745,19900
12749,20000
13015,20100
13023,20200
13027,20300
13031,20400
13035,20500
13039,20600
13043,20700
13048,20800
13052,20900
13055,21000
13332,21100
13336,21200
13341,21300
13346,21400
13350,21500
13358,21600
13362,21700
13370,21800
13374,21900
13378,22000
13578,22100
13583,22200
13587,22300
13592,22400
13597,22500
13601,22600
13605,22700
13609,22800
13613,22900
13618,23000
13827,23100
13832,23200
13837,23300
13841,23400
13846,23500
13850,23600
13854,23700
13858,23800
13863,23900
13867,24000
14105,24100
14113,24200
14121,24300
14130,24400
14134,24500
14139,24600
14143,24700
14148,24800
14152,24900
14157,25000
14367,25100
14372,25200
14376,25300
14380,25400
14384,25500
14391,25600
14396,25700
14400,25800
14405,25900
14410,26000
14705,26100
14709,26200
14713,26300
14718,26400
14722,26500
14726,26600
14730,26700
14735,26800
14739,26900
14743,27000
14970,27100
14974,27200
14978,27300
14982,27400
14986,27500
14991,27600
14995,27700
14999,27800
15004,27900
15008,28000
15286,28100
15294,28200
15299,28300
15304,28400
15307,28500
15312,28600
15316,28700
15320,28800
15324,28900
15328,29000
15594,29100
15602,29200
15613,29300
15618,29400
15622,29500
15629,29600
15706,29700
15711,29800
15715,29900
15719,30000
15927,30100
15932,30200
15938,30300
15943,30400
15947,30500
15952,30600
15956,30700
15960,30800
15964,30900
15968,31000
16185,31100
16189,31200
16194,31300
16199,31400
16204,31500
16208,31600
16213,31700
16217,31800
16221,31900
16225,32000
16444,32100
16449,32200
16453,32300
16461,32400
16465,32500
16469,32600
16473,32700
16478,32800
16482,32900
16485,33000
16763,33100
16766,33200
16772,33300
16775,33400
16842,33500
16846,33600
16851,33700
16855,33800
16860,33900
16864,34000
17071,34100
17075,34200
17080,34300
17084,34400
17089,34500
17093,34600
17097,34700
17101,34800
17105,34900
17110,35000
17360,35100
17364,35200
17368,35300
17372,35400
17376,35500
17381,35600
17385,35700
17389,35800
17393,35900
17397,36000
17602,36100
17606,36200
17611,36300
17616,36400
17621,36500
17626,36600
17630,36700
17634,36800
17638,36900
17642,37000
17844,37100
17848,37200
17852,37300
17856,37400
17860,37500
17879,37600
17883,37700
17888,37800
17893,37900
17952,38000
18218,38100
18222,38200
18227,38300
18231,38400
18235,38500
18239,38600
18244,38700
18248,38800
18252,38900
18257,39000
18482,39100
18487,39200
18491,39300
18496,39400
18500,39500
18504,39600
18509,39700
18513,39800
18518,39900
18522,40000
18804,40100
